unitid,efalevel,line,section,lstudy,eftotlt
392415,22,8,1,1,357
392415,23,6,1,1,357
392415,24,1,1,1,87
392415,25,99,1,1,270
392415,39,2,1,1,38
392415,40,3,1,1,232
393649,1,29,3,4,1444
393649,2,99,3,1,1444
393649,3,99,3,1,1444
393649,4,99,3,1,249
393649,5,99,3,1,1195
393649,19,99,3,1,158
393649,20,99,3,1,1037
393649,21,14,1,4,1444
393649,22,8,1,1,1444
393649,23,6,1,1,1444
393649,24,1,1,1,249
393649,25,99,1,1,1195
393649,39,2,1,1,158
393649,40,3,1,1,1037
393861,1,29,3,4,413
393861,2,99,3,1,413
393861,3,99,3,1,413
393861,4,99,3,1,129
393861,5,99,3,1,284
393861,20,99,3,1,284
393861,21,14,1,4,407
393861,22,8,1,1,407
393861,23,6,1,1,407
393861,24,1,1,1,128
393861,25,99,1,1,279
393861,40,3,1,1,279
393861,41,28,2,4,6
393861,42,22,2,1,6
393861,43,20,2,1,6
393861,44,15,2,1,1
393861,45,99,2,1,5
393861,60,17,2,1,5
395362,1,29,3,4,1524
395362,2,99,3,1,1524
395362,3,99,3,1,1090
395362,4,99,3,1,204
395362,5,99,3,1,886
395362,11,99,3,1,434
395362,19,99,3,1,147
395362,20,99,3,1,739
395362,21,14,1,4,395
395362,22,8,1,1,395
395362,23,6,1,1,342
395362,24,1,1,1,74
395362,25,99,1,1,268
395362,31,7,1,1,53
395362,39,2,1,1,39
395362,40,3,1,1,229
395362,41,28,2,4,1129
395362,42,22,2,1,1129
395362,43,20,2,1,748
395362,44,15,2,1,130
395362,45,99,2,1,618
395362,51,21,2,1,381
395362,59,16,2,1,108
395362,60,17,2,1,510
395690,1,29,3,4,224
395690,2,99,3,1,224
395690,3,99,3,1,224
395690,4,99,3,1,150
395690,5,99,3,1,74
395690,20,99,3,1,74
395690,21,14,1,4,224
395690,22,8,1,1,224
395690,23,6,1,1,224
395690,24,1,1,1,150
395690,25,99,1,1,74
395690,40,3,1,1,74
397942,1,29,3,4,974
397942,2,99,3,1,974
397942,3,99,3,1,974
397942,4,99,3,1,134
397942,5,99,3,1,840
397942,20,99,3,1,840
397942,21,14,1,4,974
397942,22,8,1,1,974
397942,23,6,1,1,974
397942,24,1,1,1,134
397942,25,99,1,1,840
397942,40,3,1,1,840
399212,1,29,3,4,11979
399212,2,99,3,1,11979
399212,3,99,3,1,10613
399212,4,99,3,1,1860
399212,5,99,3,1,8753
399212,11,99,3,1,1366
399212,19,99,3,1,1747
399212,20,99,3,1,7006
399212,21,14,1,4,2370
399212,22,8,1,1,2370
399212,23,6,1,1,2324
399212,24,1,1,1,889
399212,25,99,1,1,1435
399212,31,7,1,1,46
399212,39,2,1,1,129
399212,40,3,1,1,1306
399212,41,28,2,4,9609
399212,42,22,2,1,9609
399212,43,20,2,1,8289
399212,44,15,2,1,971
399212,45,99,2,1,7318
399212,51,21,2,1,1320
399212,59,16,2,1,1618
399212,60,17,2,1,5700
399869,1,29,3,4,537
399869,2,99,3,1,537
399869,3,99,3,1,533
399869,4,99,3,1,93
399869,5,99,3,1,440
399869,11,99,3,1,4
399869,19,99,3,1,6
399869,20,99,3,1,434
399869,21,14,1,4,537
399869,22,8,1,1,537
399869,23,6,1,1,533
399869,24,1,1,1,93
399869,25,99,1,1,440
399869,31,7,1,1,4
399869,39,2,1,1,6
399869,40,3,1,1,434
399911,1,29,3,4,476
399911,2,99,3,1,464
399911,3,99,3,1,464
399911,4,99,3,1,126
399911,5,99,3,1,338
399911,12,99,3,3,12
399911,20,99,3,1,338
399911,21,14,1,4,476
399911,22,8,1,1,464
399911,23,6,1,1,464
399911,24,1,1,1,126
399911,25,99,1,1,338
399911,32,11,1,3,12
399911,40,3,1,1,338
400080,1,29,3,4,1210
400080,2,99,3,1,1210
400080,3,99,3,1,1210
400080,4,99,3,1,948
400080,5,99,3,1,262
400080,20,99,3,1,262
400080,21,14,1,4,1210
400080,22,8,1,1,1210
400080,23,6,1,1,1210
400080,24,1,1,1,948
400080,25,99,1,1,262
400080,40,3,1,1,262
400187,1,29,3,4,448
400187,2,99,3,1,448
400187,3,99,3,1,448
400187,4,99,3,1,51
400187,5,99,3,1,397
400187,20,99,3,1,397
400187,21,14,1,4,295
400187,22,8,1,1,295
400187,23,6,1,1,295
400187,24,1,1,1,42
400187,25,99,1,1,253
400187,40,3,1,1,253
400187,41,28,2,4,153
400187,42,22,2,1,153
400187,43,20,2,1,153
400187,44,15,2,1,9
400187,45,99,2,1,144
400187,60,17,2,1,144
400558,1,29,3,4,61
400558,2,99,3,1,61
400558,3,99,3,1,61
400558,5,99,3,1,61
400558,19,99,3,1,2
400558,20,99,3,1,59
400558,21,14,1,4,61
400558,22,8,1,1,61
400558,23,6,1,1,61
400558,25,99,1,1,61
400558,39,2,1,1,2
400558,40,3,1,1,59
401223,1,29,3,4,440
401223,2,99,3,1,180
401223,3,99,3,1,180
401223,4,99,3,1,7
401223,5,99,3,1,173
401223,12,99,3,3,260
401223,19,99,3,1,19
401223,20,99,3,1,154
401223,21,14,1,4,224
401223,22,8,1,1,104
401223,23,6,1,1,104
401223,24,1,1,1,5
401223,25,99,1,1,99
401223,32,11,1,3,120
401223,39,2,1,1,10
401223,40,3,1,1,89
401223,41,28,2,4,216
401223,42,22,2,1,76
401223,43,20,2,1,76
401223,44,15,2,1,2
401223,45,99,2,1,74
401223,52,25,2,3,140
401223,59,16,2,1,9
401223,60,17,2,1,65
401250,1,29,3,4,132
401250,12,99,3,3,132
401250,21,14,1,4,91
401250,32,11,1,3,91
401250,41,28,2,4,41
401250,52,25,2,3,41
401764,1,29,3,4,175
401764,2,99,3,1,175
401764,3,99,3,1,175
401764,4,99,3,1,26
401764,5,99,3,1,149
401764,20,99,3,1,149
401764,21,14,1,4,37
401764,22,8,1,1,37
401764,23,6,1,1,37
401764,24,1,1,1,9
401764,25,99,1,1,28
401764,40,3,1,1,28
401764,41,28,2,4,138
401764,42,22,2,1,138
401764,43,20,2,1,138
401764,44,15,2,1,17
401764,45,99,2,1,121
401764,60,17,2,1,121
402563,1,29,3,4,153
402563,2,99,3,1,153
402563,3,99,3,1,153
402563,4,99,3,1,19
402563,5,99,3,1,134
402563,20,99,3,1,134
402563,21,14,1,4,153
402563,22,8,1,1,153
402563,23,6,1,1,153
402563,24,1,1,1,19
402563,25,99,1,1,134
402563,40,3,1,1,134
402800,1,29,3,4,147
402800,2,99,3,1,147
402800,3,99,3,1,147
402800,4,99,3,1,17
402800,5,99,3,1,130
402800,20,99,3,1,130
402800,21,14,1,4,134
402800,22,8,1,1,134
402800,23,6,1,1,134
402800,24,1,1,1,17
402800,25,99,1,1,117
402800,40,3,1,1,117
402800,41,28,2,4,13
402800,42,22,2,1,13
402800,43,20,2,1,13
402800,45,99,2,1,13
402800,60,17,2,1,13
403469,1,29,3,4,2364
403469,2,99,3,1,2364
403469,3,99,3,1,292
403469,4,99,3,1,119
403469,5,99,3,1,173
403469,11,99,3,1,2072
403469,19,99,3,1,21
403469,20,99,3,1,152
403469,21,14,1,4,233
403469,22,8,1,1,233
403469,23,6,1,1,192
403469,24,1,1,1,95
403469,25,99,1,1,97
403469,31,7,1,1,41
403469,39,2,1,1,14
403469,40,3,1,1,83
403469,41,28,2,4,2131
403469,42,22,2,1,2131
403469,43,20,2,1,100
403469,44,15,2,1,24
403469,45,99,2,1,76
403469,51,21,2,1,2031
403469,59,16,2,1,7
403469,60,17,2,1,69
403478,1,29,3,4,605
403478,2,99,3,1,605
403478,3,99,3,1,360
403478,4,99,3,1,153
403478,5,99,3,1,207
403478,11,99,3,1,245
403478,19,99,3,1,29
403478,20,99,3,1,178
403478,21,14,1,4,307
403478,22,8,1,1,307
403478,23,6,1,1,286
403478,24,1,1,1,136
403478,25,99,1,1,150
403478,31,7,1,1,21
403478,39,2,1,1,21
403478,40,3,1,1,129
403478,41,28,2,4,298
403478,42,22,2,1,298
403478,43,20,2,1,74
403478,44,15,2,1,17
403478,45,99,2,1,57
403478,51,21,2,1,224
403478,59,16,2,1,8
403478,60,17,2,1,49
403487,1,29,3,4,906
403487,2,99,3,1,906
403487,3,99,3,1,526
403487,4,99,3,1,228
403487,5,99,3,1,298
403487,11,99,3,1,380
403487,19,99,3,1,27
403487,20,99,3,1,271
403487,21,14,1,4,463
403487,22,8,1,1,463
403487,23,6,1,1,437
403487,24,1,1,1,208
403487,25,99,1,1,229
403487,31,7,1,1,26
403487,39,2,1,1,21
403487,40,3,1,1,208
403487,41,28,2,4,443
403487,42,22,2,1,443
403487,43,20,2,1,89
403487,44,15,2,1,20
403487,45,99,2,1,69
403487,51,21,2,1,354
403487,59,16,2,1,6
403487,60,17,2,1,63
404055,1,29,3,4,294
404055,2,99,3,1,294
404055,3,99,3,1,294
404055,4,99,3,1,30
404055,5,99,3,1,264
404055,19,99,3,1,81
404055,20,99,3,1,183
404055,21,14,1,4,294
404055,22,8,1,1,294
404055,23,6,1,1,294
404055,24,1,1,1,30
404055,25,99,1,1,264
404055,39,2,1,1,81
404055,40,3,1,1,183
404222,1,29,3,4,217
404222,12,99,3,3,217
404222,21,14,1,4,209
404222,32,11,1,3,209
404222,41,28,2,4,8
404222,52,25,2,3,8
404338,1,29,3,4,54
404338,2,99,3,1,35
404338,3,99,3,1,35
404338,4,99,3,1,8
404338,5,99,3,1,27
404338,12,99,3,3,19
404338,19,99,3,1,17
404338,20,99,3,1,10
404338,21,14,1,4,54
404338,22,8,1,1,35
404338,23,6,1,1,35
404338,24,1,1,1,8
404338,25,99,1,1,27
404338,32,11,1,3,19
404338,39,2,1,1,17
404338,40,3,1,1,10
404426,1,29,3,4,2696
404426,2,99,3,1,2696
404426,3,99,3,1,2575
404426,4,99,3,1,553
404426,5,99,3,1,2022
404426,11,99,3,1,121
404426,19,99,3,1,395
404426,20,99,3,1,1627
404426,21,14,1,4,932
404426,22,8,1,1,932
404426,23,6,1,1,913
404426,24,1,1,1,368
404426,25,99,1,1,545
404426,31,7,1,1,19
404426,39,2,1,1,167
404426,40,3,1,1,378
404426,41,28,2,4,1764
404426,42,22,2,1,1764
404426,43,20,2,1,1662
404426,44,15,2,1,185
404426,45,99,2,1,1477
404426,51,21,2,1,102
404426,59,16,2,1,228
404426,60,17,2,1,1249
404684,1,29,3,4,318
404684,2,99,3,1,318
404684,3,99,3,1,318
404684,4,99,3,1,194
404684,5,99,3,1,124
404684,20,99,3,1,124
404684,21,14,1,4,318
404684,22,8,1,1,318
404684,23,6,1,1,318
404684,24,1,1,1,194
404684,25,99,1,1,124
404684,40,3,1,1,124
404718,1,29,3,4,259
404718,2,99,3,1,259
404718,3,99,3,1,259
404718,4,99,3,1,221
404718,5,99,3,1,38
404718,20,99,3,1,38
404718,21,14,1,4,259
404718,22,8,1,1,259
404718,23,6,1,1,259
404718,24,1,1,1,221
404718,25,99,1,1,38
404718,40,3,1,1,38
404912,1,29,3,4,764
404912,2,99,3,1,764
404912,3,99,3,1,764
404912,4,99,3,1,156
404912,5,99,3,1,608
404912,19,99,3,1,69
404912,20,99,3,1,539
404912,21,14,1,4,764
404912,22,8,1,1,764
404912,23,6,1,1,764
404912,24,1,1,1,156
404912,25,99,1,1,608
404912,39,2,1,1,69
404912,40,3,1,1,539
405012,1,29,3,4,92
405012,2,99,3,1,92
405012,3,99,3,1,92
405012,4,99,3,1,57
405012,5,99,3,1,35
405012,20,99,3,1,35
405012,21,14,1,4,92
405012,22,8,1,1,92
405012,23,6,1,1,92
405012,24,1,1,1,57
405012,25,99,1,1,35
405012,40,3,1,1,35
405058,1,29,3,4,163
405058,2,99,3,1,163
405058,3,99,3,1,163
405058,4,99,3,1,46
405058,5,99,3,1,117
405058,19,99,3,1,2
405058,20,99,3,1,115
405058,21,14,1,4,163
405058,22,8,1,1,163
405058,23,6,1,1,163
405058,24,1,1,1,46
405058,25,99,1,1,117
405058,39,2,1,1,2
405058,40,3,1,1,115
405076,1,29,3,4,505
405076,2,99,3,1,505
405076,3,99,3,1,505
405076,4,99,3,1,123
405076,5,99,3,1,382
405076,20,99,3,1,382
405076,21,14,1,4,505
405076,22,8,1,1,505
405076,23,6,1,1,505
405076,24,1,1,1,123
405076,25,99,1,1,382
405076,40,3,1,1,382
405854,1,29,3,4,233
405854,2,99,3,1,233
405854,3,99,3,1,233
405854,4,99,3,1,40
405854,5,99,3,1,193
405854,19,99,3,1,16
405854,20,99,3,1,177
405854,21,14,1,4,233
405854,22,8,1,1,233
405854,23,6,1,1,233
405854,24,1,1,1,40
405854,25,99,1,1,193
405854,39,2,1,1,16
405854,40,3,1,1,177
405872,1,29,3,4,3164
405872,2,99,3,1,3164
405872,3,99,3,1,2006
405872,4,99,3,1,541
405872,5,99,3,1,1465
405872,11,99,3,1,1158
405872,19,99,3,1,192
405872,20,99,3,1,1273
405872,21,14,1,4,901
405872,22,8,1,1,901
405872,23,6,1,1,835
405872,24,1,1,1,343
405872,25,99,1,1,492
405872,31,7,1,1,66
405872,39,2,1,1,90
405872,40,3,1,1,402
405872,41,28,2,4,2263
405872,42,22,2,1,2263
405872,43,20,2,1,1171
405872,44,15,2,1,198
405872,45,99,2,1,973
405872,51,21,2,1,1092
405872,59,16,2,1,102
405872,60,17,2,1,871
406024,1,29,3,4,1601
406024,2,99,3,1,1601
406024,3,99,3,1,1601
406024,4,99,3,1,230
406024,5,99,3,1,1371
406024,19,99,3,1,621
406024,20,99,3,1,750
406024,21,14,1,4,1015
406024,22,8,1,1,1015
406024,23,6,1,1,1015
406024,24,1,1,1,173
406024,25,99,1,1,842
406024,39,2,1,1,350
406024,40,3,1,1,492
406024,41,28,2,4,586
406024,42,22,2,1,586
406024,43,20,2,1,586
406024,44,15,2,1,57
406024,45,99,2,1,529
406024,59,16,2,1,271
406024,60,17,2,1,258
406033,1,29,3,4,3206
406033,2,99,3,1,3206
406033,3,99,3,1,3206
406033,4,99,3,1,639
406033,5,99,3,1,2567
406033,19,99,3,1,1088
406033,20,99,3,1,1479
406033,21,14,1,4,2140
406033,22,8,1,1,2140
406033,23,6,1,1,2140
406033,24,1,1,1,591
406033,25,99,1,1,1549
406033,39,2,1,1,573
406033,40,3,1,1,976
406033,41,28,2,4,1066
406033,42,22,2,1,1066
406033,43,20,2,1,1066
406033,44,15,2,1,48
406033,45,99,2,1,1018
406033,59,16,2,1,515
406033,60,17,2,1,503
406149,1,29,3,4,76
406149,2,99,3,1,76
406149,3,99,3,1,76
406149,4,99,3,1,22
406149,5,99,3,1,54
406149,20,99,3,1,54
406149,21,14,1,4,76
406149,22,8,1,1,76
406149,23,6,1,1,76
406149,24,1,1,1,22
406149,25,99,1,1,54
406149,40,3,1,1,54
406325,1,29,3,4,170
406325,2,99,3,1,170
406325,3,99,3,1,170
406325,4,99,3,1,48
406325,5,99,3,1,122
406325,20,99,3,1,122
406325,21,14,1,4,88
406325,22,8,1,1,88
406325,23,6,1,1,88
406325,24,1,1,1,24
406325,25,99,1,1,64
406325,40,3,1,1,64
406325,41,28,2,4,82
406325,42,22,2,1,82
406325,43,20,2,1,82
406325,44,15,2,1,24
406325,45,99,2,1,58
406325,60,17,2,1,58
406361,1,29,3,4,34
406361,2,99,3,1,34
406361,3,99,3,1,34
406361,4,99,3,1,18
406361,5,99,3,1,16
406361,20,99,3,1,16
406361,21,14,1,4,34
406361,22,8,1,1,34
406361,23,6,1,1,34
406361,24,1,1,1,18
406361,25,99,1,1,16
406361,40,3,1,1,16
406422,1,29,3,4,87
406422,2,99,3,1,87
406422,3,99,3,1,87
406422,4,99,3,1,40
406422,5,99,3,1,47
406422,20,99,3,1,47
406422,21,14,1,4,48
406422,22,8,1,1,48
406422,23,6,1,1,48
406422,24,1,1,1,40
406422,25,99,1,1,8
406422,40,3,1,1,8
406422,41,28,2,4,39
406422,42,22,2,1,39
406422,43,20,2,1,39
406422,45,99,2,1,39
406422,60,17,2,1,39
406486,1,29,3,4,61
406486,2,99,3,1,61
406486,3,99,3,1,61
406486,4,99,3,1,15
406486,5,99,3,1,46
406486,20,99,3,1,46
406486,21,14,1,4,37
406486,22,8,1,1,37
406486,23,6,1,1,37
406486,24,1,1,1,8
406486,25,99,1,1,29
406486,40,3,1,1,29
406486,41,28,2,4,24
406486,42,22,2,1,24
406486,43,20,2,1,24
406486,44,15,2,1,7
406486,45,99,2,1,17
406486,60,17,2,1,17
407090,1,29,3,4,436
407090,2,99,3,1,436
407090,3,99,3,1,436
407090,4,99,3,1,25
407090,5,99,3,1,411
407090,20,99,3,1,411
407090,21,14,1,4,151
407090,22,8,1,1,151
407090,23,6,1,1,151
407090,24,1,1,1,7
407090,25,99,1,1,144
407090,40,3,1,1,144
407090,41,28,2,4,285
407090,42,22,2,1,285
407090,43,20,2,1,285
407090,44,15,2,1,18
407090,45,99,2,1,267
407090,60,17,2,1,267
407142,1,29,3,4,101
407142,2,99,3,1,101
407142,3,99,3,1,101
407142,4,99,3,1,11
407142,5,99,3,1,90
407142,20,99,3,1,90
407142,21,14,1,4,101
407142,22,8,1,1,101
407142,23,6,1,1,101
407142,24,1,1,1,11
407142,25,99,1,1,90
407142,40,3,1,1,90
407151,1,29,3,4,79
407151,2,99,3,1,79
407151,3,99,3,1,79
407151,4,99,3,1,24
407151,5,99,3,1,55
407151,20,99,3,1,55
407151,21,14,1,4,79
407151,22,8,1,1,79
407151,23,6,1,1,79
407151,24,1,1,1,24
407151,25,99,1,1,55
407151,40,3,1,1,55
407179,1,29,3,4,101
407179,2,99,3,1,101
407179,3,99,3,1,101
407179,4,99,3,1,58
407179,5,99,3,1,43
407179,20,99,3,1,43
407179,21,14,1,4,62
407179,22,8,1,1,62
407179,23,6,1,1,62
407179,24,1,1,1,36
407179,25,99,1,1,26
407179,40,3,1,1,26
407179,41,28,2,4,39
407179,42,22,2,1,39
407179,43,20,2,1,39
407179,44,15,2,1,22
407179,45,99,2,1,17
407179,60,17,2,1,17
407355,1,29,3,4,220
407355,2,99,3,1,220
407355,3,99,3,1,220
407355,4,99,3,1,31
407355,5,99,3,1,189
407355,20,99,3,1,189
407355,21,14,1,4,220
407355,22,8,1,1,220
407355,23,6,1,1,220
407355,24,1,1,1,31
407355,25,99,1,1,189
407355,40,3,1,1,189
407434,1,29,3,4,60
407434,2,99,3,1,60
407434,3,99,3,1,60
407434,4,99,3,1,44
407434,5,99,3,1,16
407434,20,99,3,1,16
407434,21,14,1,4,60
407434,22,8,1,1,60
407434,23,6,1,1,60
407434,24,1,1,1,44
407434,25,99,1,1,16
407434,40,3,1,1,16
407461,1,29,3,4,84
407461,2,99,3,1,84
407461,3,99,3,1,84
407461,4,99,3,1,38
407461,5,99,3,1,46
407461,20,99,3,1,46
407461,21,14,1,4,83
407461,22,8,1,1,83
407461,23,6,1,1,83
407461,24,1,1,1,37
407461,25,99,1,1,46
407461,40,3,1,1,46
407461,41,28,2,4,1
407461,42,22,2,1,1
407461,43,20,2,1,1
407461,44,15,2,1,1
407470,1,29,3,4,175
407470,2,99,3,1,175
407470,3,99,3,1,175
407470,4,99,3,1,85
407470,5,99,3,1,90
407470,20,99,3,1,90
407470,21,14,1,4,131
407470,22,8,1,1,131
407470,23,6,1,1,131
407470,24,1,1,1,69
407470,25,99,1,1,62
407470,40,3,1,1,62
407470,41,28,2,4,44
407470,42,22,2,1,44
407470,43,20,2,1,44
407470,44,15,2,1,16
407470,45,99,2,1,28
407470,60,17,2,1,28
407489,1,29,3,4,74
407489,2,99,3,1,74
407489,3,99,3,1,74
407489,4,99,3,1,64
407489,5,99,3,1,10
407489,20,99,3,1,10
407489,41,28,2,4,74
407489,42,22,2,1,74
407489,43,20,2,1,74
407489,44,15,2,1,64
407489,45,99,2,1,10
407489,60,17,2,1,10
407513,1,29,3,4,237
407513,2,99,3,1,237
407513,3,99,3,1,237
407513,4,99,3,1,60
407513,5,99,3,1,177
407513,20,99,3,1,177
407513,21,14,1,4,84
407513,22,8,1,1,84
407513,23,6,1,1,84
407513,24,1,1,1,11
407513,25,99,1,1,73
407513,40,3,1,1,73
407513,41,28,2,4,153
407513,42,22,2,1,153
407513,43,20,2,1,153
407513,44,15,2,1,49
407513,45,99,2,1,104
407513,60,17,2,1,104
407522,1,29,3,4,68
407522,2,99,3,1,68
407522,3,99,3,1,68
407522,4,99,3,1,64
407522,5,99,3,1,4
407522,20,99,3,1,4
407522,41,28,2,4,68
407522,42,22,2,1,68
407522,43,20,2,1,68
407522,44,15,2,1,64
407522,45,99,2,1,4
407522,60,17,2,1,4
407568,1,29,3,4,131
407568,2,99,3,1,131
407568,3,99,3,1,131
407568,4,99,3,1,29
407568,5,99,3,1,102
407568,20,99,3,1,102
407568,21,14,1,4,103
407568,22,8,1,1,103
407568,23,6,1,1,103
407568,24,1,1,1,26
407568,25,99,1,1,77
407568,40,3,1,1,77
407568,41,28,2,4,28
407568,42,22,2,1,28
407568,43,20,2,1,28
407568,44,15,2,1,3
407568,45,99,2,1,25
407568,60,17,2,1,25
407577,1,29,3,4,125
407577,2,99,3,1,125
407577,3,99,3,1,125
407577,4,99,3,1,65
407577,5,99,3,1,60
407577,20,99,3,1,60
407577,21,14,1,4,95
407577,22,8,1,1,95
407577,23,6,1,1,95
407577,24,1,1,1,49
407577,25,99,1,1,46
407577,40,3,1,1,46
407577,41,28,2,4,30
407577,42,22,2,1,30
407577,43,20,2,1,30
407577,44,15,2,1,16
407577,45,99,2,1,14
407577,60,17,2,1,14
407610,1,29,3,4,44
407610,2,99,3,1,44
407610,3,99,3,1,44
407610,4,99,3,1,3
407610,5,99,3,1,41
407610,19,99,3,1,10
407610,20,99,3,1,31
407610,21,14,1,4,6
407610,22,8,1,1,6
407610,23,6,1,1,6
407610,25,99,1,1,6
407610,39,2,1,1,1
407610,40,3,1,1,5
407610,41,28,2,4,38
407610,42,22,2,1,38
407610,43,20,2,1,38
407610,44,15,2,1,3
407610,45,99,2,1,35
407610,59,16,2,1,9
407610,60,17,2,1,26
407629,1,29,3,4,4117
407629,2,99,3,1,10
407629,3,99,3,1,10
407629,5,99,3,1,10
407629,12,99,3,3,4107
407629,19,99,3,1,10
407629,21,14,1,4,4117
407629,22,8,1,1,10
407629,23,6,1,1,10
407629,25,99,1,1,10
407629,32,11,1,3,4107
407629,39,2,1,1,10
407683,1,29,3,4,82
407683,2,99,3,1,82
407683,3,99,3,1,82
407683,4,99,3,1,66
407683,5,99,3,1,16
407683,20,99,3,1,16
407683,21,14,1,4,39
407683,22,8,1,1,39
407683,23,6,1,1,39
407683,24,1,1,1,28
407683,25,99,1,1,11
407683,40,3,1,1,11
407683,41,28,2,4,43
407683,42,22,2,1,43
407683,43,20,2,1,43
407683,44,15,2,1,38
407683,45,99,2,1,5
407683,60,17,2,1,5
407708,1,29,3,4,151
407708,2,99,3,1,151
407708,3,99,3,1,151
407708,4,99,3,1,78
407708,5,99,3,1,73
407708,20,99,3,1,73
407708,21,14,1,4,151
407708,22,8,1,1,151
407708,23,6,1,1,151
407708,24,1,1,1,78
407708,25,99,1,1,73
407708,40,3,1,1,73
407735,1,29,3,4,85
407735,2,99,3,1,85
407735,3,99,3,1,85
407735,4,99,3,1,41
407735,5,99,3,1,44
407735,20,99,3,1,44
407735,21,14,1,4,85
407735,22,8,1,1,85
407735,23,6,1,1,85
407735,24,1,1,1,41
407735,25,99,1,1,44
407735,40,3,1,1,44
407832,1,29,3,4,206
407832,2,99,3,1,206
407832,3,99,3,1,206
407832,4,99,3,1,81
407832,5,99,3,1,125
407832,20,99,3,1,125
407832,21,14,1,4,76
407832,22,8,1,1,76
407832,23,6,1,1,76
407832,24,1,1,1,40
407832,25,99,1,1,36
407832,40,3,1,1,36
407832,41,28,2,4,130
407832,42,22,2,1,130
407832,43,20,2,1,130
407832,44,15,2,1,41
407832,45,99,2,1,89
407832,60,17,2,1,89
408066,1,29,3,4,172
408066,2,99,3,1,172
408066,3,99,3,1,172
408066,4,99,3,1,35
408066,5,99,3,1,137
408066,20,99,3,1,137
408066,21,14,1,4,111
408066,22,8,1,1,111
408066,23,6,1,1,111
408066,24,1,1,1,28
408066,25,99,1,1,83
408066,40,3,1,1,83
408066,41,28,2,4,61
408066,42,22,2,1,61
408066,43,20,2,1,61
408066,44,15,2,1,7
408066,45,99,2,1,54
408066,60,17,2,1,54
408163,1,29,3,4,55
408163,2,99,3,1,55
408163,3,99,3,1,55
408163,4,99,3,1,11
408163,5,99,3,1,44
408163,20,99,3,1,44
408163,21,14,1,4,55
408163,22,8,1,1,55
408163,23,6,1,1,55
408163,24,1,1,1,11
408163,25,99,1,1,44
408163,40,3,1,1,44
408385,1,29,3,4,629
408385,2,99,3,1,629
408385,3,99,3,1,629
408385,4,99,3,1,167
408385,5,99,3,1,462
408385,20,99,3,1,462
408385,21,14,1,4,629
408385,22,8,1,1,629
408385,23,6,1,1,629
408385,24,1,1,1,167
408385,25,99,1,1,462
408385,40,3,1,1,462
408844,1,29,3,4,2638
408844,2,99,3,1,2359
408844,3,99,3,1,2354
408844,4,99,3,1,331
408844,5,99,3,1,2023
408844,11,99,3,1,5
408844,12,99,3,3,279
408844,19,99,3,1,195
408844,20,99,3,1,1828
408844,21,14,1,4,1795
408844,22,8,1,1,1578
408844,23,6,1,1,1578
408844,24,1,1,1,276
408844,25,99,1,1,1302
408844,32,11,1,3,217
408844,39,2,1,1,139
408844,40,3,1,1,1163
408844,41,28,2,4,843
408844,42,22,2,1,781
408844,43,20,2,1,776
408844,44,15,2,1,55
408844,45,99,2,1,721
408844,51,21,2,1,5
408844,52,25,2,3,62
408844,59,16,2,1,56
408844,60,17,2,1,665
408862,1,29,3,4,250
408862,2,99,3,1,250
408862,3,99,3,1,250
408862,4,99,3,1,64
408862,5,99,3,1,186
408862,20,99,3,1,186
408862,21,14,1,4,66
408862,22,8,1,1,66
408862,23,6,1,1,66
408862,24,1,1,1,16
408862,25,99,1,1,50
408862,40,3,1,1,50
408862,41,28,2,4,184
408862,42,22,2,1,184
408862,43,20,2,1,184
408862,44,15,2,1,48
408862,45,99,2,1,136
408862,60,17,2,1,136
409032,1,29,3,4,54
409032,2,99,3,1,54
409032,3,99,3,1,54
409032,4,99,3,1,50
409032,5,99,3,1,4
409032,20,99,3,1,4
409032,21,14,1,4,54
409032,22,8,1,1,54
409032,23,6,1,1,54
409032,24,1,1,1,50
409032,25,99,1,1,4
409032,40,3,1,1,4
409120,1,29,3,4,57
409120,2,99,3,1,57
409120,3,99,3,1,57
409120,4,99,3,1,29
409120,5,99,3,1,28
409120,20,99,3,1,28
409120,21,14,1,4,57
409120,22,8,1,1,57
409120,23,6,1,1,57
409120,24,1,1,1,29
409120,25,99,1,1,28
409120,40,3,1,1,28
409193,1,29,3,4,187
409193,2,99,3,1,187
409193,3,99,3,1,187
409193,4,99,3,1,19
409193,5,99,3,1,168
409193,20,99,3,1,168
409193,21,14,1,4,187
409193,22,8,1,1,187
409193,23,6,1,1,187
409193,24,1,1,1,19
409193,25,99,1,1,168
409193,40,3,1,1,168
409254,1,29,3,4,368
409254,12,99,3,3,368
409254,21,14,1,4,76
409254,32,11,1,3,76
409254,41,28,2,4,292
409254,52,25,2,3,292
409315,1,29,3,4,26440
409315,2,99,3,1,26440
409315,3,99,3,1,16131
409315,4,99,3,1,4129
409315,5,99,3,1,12002
409315,11,99,3,1,10309
409315,19,99,3,1,503
409315,20,99,3,1,11499
409315,21,14,1,4,9271
409315,22,8,1,1,9271
409315,23,6,1,1,6938
409315,24,1,1,1,2450
409315,25,99,1,1,4488
409315,31,7,1,1,2333
409315,39,2,1,1,241
409315,40,3,1,1,4247
409315,41,28,2,4,17169
409315,42,22,2,1,17169
409315,43,20,2,1,9193
409315,44,15,2,1,1679
409315,45,99,2,1,7514
409315,51,21,2,1,7976
409315,59,16,2,1,262
409315,60,17,2,1,7252
409537,1,29,3,4,38
